PlayerID,Season,TeamID,PlayerName
648095,2018,1101,COBB_CHASE
648096,2018,1101,FARQHAR_HAYDEN
648097,2018,1101,FARQUHAR_HAYDEN
648098,2018,1101,FOSTER_TEVIN
648099,2018,1101,FRANKLIN_JAYLEN
648100,2018,1101,FRIDAY_JALONE
648101,2018,1101,GREEN_DRAKE
648102,2018,1101,HOWELL_HAYDEN
648103,2018,1101,KOHL_KOLTON
648104,2018,1101,LENOX_TREY
648105,2018,1101,LEWIS_JAREN
648106,2018,1101,MAXWELL_BJ
648107,2018,1101,RICKS_PAYTEN
648108,2018,1101,TEAM
648109,2018,1101,TRIPP_ISAIAH
648110,2018,1102,AKAYA_AMEKA
648111,2018,1102,BETTS_KOBI
648112,2018,1102,BROWN_LESEAN
648113,2018,1102,DEWANE_JONATHAN
648114,2018,1102,JOYCE_CHRIS
648115,2018,1102,LOUDER_PERVIS
648116,2018,1102,LYONS_TREVOR
648117,2018,1102,MANNING_RYAN
648118,2018,1102,MORRIS_CALEB
648119,2018,1102,NORMAN_DANE
648120,2018,1102,OBRIANT_CHARLES
648121,2018,1102,SCOTTIE_LAVELLE
648122,2018,1102,SIPLES_CJ
648123,2018,1102,SWAN_RYAN
648124,2018,1102,TEAM
648125,2018,1102,TOMES_SID
648126,2018,1102,TOOHEY_FRANK
648127,2018,1102,VAN_JACOB
648128,2018,1102,VAN_SOELEN_KEATON
648129,2018,1103,COTTON_VIRSHON
648130,2018,1103,DUVIVIER_MALCOLM
648131,2018,1103,EUBANKS_CRAIG
648132,2018,1103,GBADEBO_SINA
648133,2018,1103,IVEY_JIMOND
648134,2018,1103,KOSTELAC_MARK
648135,2018,1103,MCINTYRE_MARQUELLE
648136,2018,1103,OLOJAKPOKE_EMMANUEL
648137,2018,1103,PARRISH_ERIC
648138,2018,1103,PATTON_TORREY
648139,2018,1103,SAYLES_JADEN
648140,2018,1103,SMITH_LUCAS
648141,2018,1103,TEAM
648142,2018,1103,UTOMI_DANIEL
648143,2018,1104,BARNES_TYLER
648144,2018,1104,DAVIS_ARMOND
648145,2018,1104,FULLER_LANDON
648146,2018,1104,GIDDENS_DANIEL
648147,2018,1104,HALL_DONATA
648148,2018,1104,HALL_DONTA
648149,2018,1104,INGRAM_DAZON
648150,2018,1104,JOHNSON_JR._AVERY
648151,2018,1104,JOHNSON_JR_AVERY
648152,2018,1104,JONES_HERBERT
648153,2018,1104,JR_AVERY_JOHNSON
648154,2018,1104,KEY_BRAXTON
648155,2018,1104,NORRIS_RILEY
648156,2018,1104,PETTY_JOHN
648157,2018,1104,REESE_ALEX
648158,2018,1104,SCHAFFER_LAWSON
648159,2018,1104,SEXTON_COLLIN
648160,2018,1104,SMITH_GALIN
648161,2018,1104,TEAM
648162,2018,1105,BURNETT_TRACY
648163,2018,1105,ELLIS_JR_TERRY
648164,2018,1105,GOULBOURNE_AMARI
648165,2018,1105,HOUSTON_BRANDON
648166,2018,1105,JOHNSON_ARISTON
648167,2018,1105,JOHNSON_ARTHUR
648168,2018,1105,KENNEDY_ANDRE
648169,2018,1105,MCLAURIN_RYAN
648170,2018,1105,MERRIWEATHER_MARCUS
648171,2018,1105,PETTY_DEEDERICK
648172,2018,1105,REEDER_JALEN
648173,2018,1105,SHERIF_MOHAMED
648174,2018,1105,TEAM
648175,2018,1105,WALTERS_JULIAN
648176,2018,1105,WILEY_EVAN
648177,2018,1106,DAVIS_GENE
648178,2018,1106,DENEUS_FREDENS
648179,2018,1106,EWUOSHO_TOBI
648180,2018,1106,GEE_REGINALD
648181,2018,1106,HOUSTON_DEMETRIUS
648182,2018,1106,JOHNSEN_BRANDEN
648183,2018,1106,JOHNSON_BRANDEN
648184,2018,1106,JOHNSON_MICAH
648185,2018,1106,JONES_ED
648186,2018,1106,LEFLORE_TERRANCE
648187,2018,1106,PICHARDO_FAUSTO
648188,2018,1106,ROGERS_AUSTIN
648189,2018,1106,ROGERS_STEVE
648190,2018,1106,ROSS_JACOBY
648191,2018,1106,SIMEON_RODNEY
648192,2018,1106,TEAM
648193,2018,1106,WRIGHT_MARICE
648194,2018,1107,ANDERSON_COSTA
648195,2018,1107,CAMPBELL_DEVONTE
648196,2018,1107,CHARLES_TRAVIS
648197,2018,1107,CLARK_AHMAD
648198,2018,1107,COCHRAN_XAVIER
648199,2018,1107,CONWAY_MATT
648200,2018,1107,CREMO_JOE
648201,2018,1107,FOSTER_ALEX
648202,2018,1107,FRUSCIO_NICK
648203,2018,1107,NICHOLS_DAVID
648204,2018,1107,STIRE_GREIG
648205,2018,1107,TEAM
648206,2018,1108,ALLEN_KHARI_JABRIEL
648207,2018,1108,BREWER_DEVON
648208,2018,1108,CARTER_TYLER
648209,2018,1108,CROSBY_TROYMAIN
648210,2018,1108,GIVENS_HAROLD
648211,2018,1108,HENDERSON_JUWAN
648212,2018,1108,HOWARD_MAURICE
648213,2018,1108,JOHNSON_REGINAL
648214,2018,1108,MOSBY_AJ
648215,2018,1108,PATTERSON_AVERY
648216,2018,1108,REED_YALEN
648217,2018,1108,SMITH_TYQUAYLON
648218,2018,1108,STERLING_DANTE
648219,2018,1108,STOKES_JAMES
648220,2018,1108,TEAM
648221,2018,1108,WILSON_KOBE
648222,2018,1110,BECKTON_JR_STACY
648223,2018,1110,BECKTON_STACY
648224,2018,1110,BRAGG_MARVIN
648225,2018,1110,BROWN_KEVIN
648226,2018,1110,CIMINO_MATT
648227,2018,1110,DIALLO_CHEIKH
648228,2018,1110,DIALLO_CHEIKH_CB
648229,2018,1110,IORIO_SAM
648230,2018,1110,LAMONT_DREW
648231,2018,1110,LITTLE_JESSE
648232,2018,1110,MACARCHUK_NICK
648233,2018,1110,MCFARLAND_TYLER
648234,2018,1110,MOTUZIS_LARRY
648235,2018,1110,NELSON_SAEED
648236,2018,1110,TEAM
648237,2018,1110,WASHINGTON_JAMES
648238,2018,1111,BATTLE_JOSEPH
648239,2018,1111,COTTRELL_ZACH
648240,2018,1111,FORD_TREY
648241,2018,1111,FORREST_JUSTIN
648242,2018,1111,HINTON_CRAIG
648243,2018,1111,HOLLEY_BENNETT
648244,2018,1111,HOUGH_NICK
648245,2018,1111,JOHNSON_ISAAC
648246,2018,1111,JOHNSON_TYRELL
648247,2018,1111,KERLEY_KEVIN
648248,2018,1111,KINNEY_GRIFFIN
648249,2018,1111,SEACAT_HUNTER
648250,2018,1111,SHABAZZ_RONSHAD
648251,2018,1111,TEAM
648252,2018,1111,WILLIAMS_OSHOWEN
648253,2018,1111,WILSON_JAKE
648254,2018,1112,AKOT_EMMANUEL
648255,2018,1112,ALKINS_RAWLE
648256,2018,1112,AYTON_DEANDRE
648257,2018,1112,BARCELLO_ALEX
648258,2018,1112,DENNY_TALBOTT
648259,2018,1112,DESJARDINS_JAKE
648260,2018,1112,JACKSON-CARTWRIGHT
648261,2018,1112,JACKSON-CARTWRIGHT_P
648262,2018,1112,LEE_IRA
648263,2018,1112,PINDER_KEANU
648264,2018,1112,RANDOLPH_BRANDON
648265,2018,1112,RISTIC_DUSAN
648266,2018,1112,SMITH_DYLAN
648267,2018,1112,TEAM
648268,2018,1112,TRIER_ALLONZO
648269,2018,1112,TRILLO_TYLER
648270,2018,1112,WEYAND_MATT
648271,2018,1113,EVANS_II_SHANNON
648272,2018,1113,FOGERTY_GRANT
648273,2018,1113,HOLDER_TRA
648274,2018,1113,JUSTICE_KODI
648275,2018,1113,LAKE_DEQUON
648276,2018,1113,LAWRENCE_KIMANI
648277,2018,1113,MARTIN_REMY
648278,2018,1113,MITCHELL_MICKEY
648279,2018,1113,ROGGIN_JACK
648280,2018,1113,SALZMAN_JORDAN
648281,2018,1113,SHIBEL_VITALIY
648282,2018,1113,TAKHAR_IMRAN
648283,2018,1113,TEAM
648284,2018,1113,VILA_RAMON
648285,2018,1113,WHITE_ROMELLO
648286,2018,1113,WITHERILL_AUSTIN
648287,2018,1114,BANKSTON_KRIS
648288,2018,1114,BLACK_ANTHONY
648289,2018,1114,BLACK_OLIVER
648290,2018,1114,BRADY_BRANDON
648291,2018,1114,CARSON_CEZANNE
648292,2018,1114,CORCORAN_CAMERON
648293,2018,1114,GILMORE_KJ
648294,2018,1114,HADZIC_DAMIR
648295,2018,1114,HARLEY_KHARI
