"","Season","TeamID","FirstDayNum","LastDayNum","CoachName","ConfAbbrev","Teamscore"
"1",1985,1102,0,154,"reggie_minton","wac",NA
"2",1985,1103,0,154,"bob_huggins","ovc",NA
"3",1985,1104,0,154,"wimp_sanderson","sec",NA
"4",1985,1106,0,154,"james_oliver","swac",NA
"5",1985,1108,0,154,"davey_whitney","swac",NA
"6",1985,1109,0,154,"freddie_goss","ind",NA
"7",1985,1110,0,154,"ed_tapscott","ecacs",NA
"8",1985,1111,0,154,"kevin_cantwell","southern",NA
"9",1985,1112,0,154,"lute_olson","pac_ten",NA
"10",1985,1113,0,154,"bob_weinhauer","pac_ten",NA
"11",1985,1114,0,154,"mike_newell","a_sun",NA
"12",1985,1116,0,154,"eddie_sutton","swc",NA
"13",1985,1117,0,154,"nelson_catalina","southland",NA
"14",1985,1119,0,154,"les_wothke","maac",NA
"15",1985,1120,0,154,"sonny_smith","sec",NA
"16",1985,1121,0,154,"marvin_vanover","ind",NA
"17",1985,1122,0,154,"howard_jackson","ovc",NA
"18",1985,1123,0,154,"al_brown","mac",NA
"19",1985,1124,0,154,"jim_haller","swc",NA
"20",1985,1126,0,154,"cy_mcclairen","meac",NA
"21",1985,1129,0,154,"bobby_dye","big_sky",NA
"22",1985,1130,0,154,"gary_williams","big_east",NA
"23",1985,1131,0,154,"john_kuester","ecacn",NA
"24",1985,1132,0,154,"john_weinert","mac",NA
"25",1985,1133,0,154,"dick_versace","mvc",NA
"26",1985,1134,0,154,"mark_reiner","ind",NA
"27",1985,1135,0,154,"mike_cingiser","ivy",NA
"28",1985,1137,0,154,"charles_woollum","ecc",NA
"29",1985,1139,0,154,"joe_sexson","mw_city",NA
"30",1985,1140,0,154,"ladell_andersen","wac",NA
"31",1985,1141,0,154,"dick_parfitt","mac",NA
"32",1985,1143,0,154,"dick_kuchen","pac_ten",NA
"33",1985,1144,0,154,"jerry_smith","ind",NA
"34",1985,1145,0,154,"nick_macarchuk","ecacn",NA
"35",1985,1147,0,154,"tommy_canterbury","a_sun",NA
"36",1985,1149,0,154,"tommy_gaither","ind",NA
"37",1985,1150,0,154,"hal_wissel","sun_belt",NA
"38",1985,1151,0,154,"murray_arnold","southern",NA
"39",1985,1152,0,154,"bob_hallberg","ind",NA
"40",1985,1153,0,154,"tony_yates","metro",NA
"41",1985,1154,0,154,"les_robinson","southern",NA
"42",1985,1155,0,154,"cliff_ellis","acc",NA
"43",1985,1156,0,154,"kevin_mackey","mid_cont",NA
"44",1985,1159,0,154,"tony_relvas","ecacn",NA
"45",1985,1160,0,154,"tom_apke","big_eight",NA
"46",1985,1161,0,154,"tony_mcandrews","wac",NA
"47",1985,1162,0,154,"wayne_szoke","ivy",NA
"48",1985,1163,0,154,"dom_perno","big_east",NA
"49",1985,1165,0,154,"tom_miller","ivy",NA
"50",1985,1166,0,154,"willie_reed","mvc",NA
"51",1985,1168,0,154,"george_mcquarn","pcaa",NA
"52",1985,1171,0,154,"paul_cormier","ivy",NA
"53",1985,1172,0,154,"bobby_hussey","southern",NA
"54",1985,1173,0,154,"don_donoher","ind",NA
"55",1985,1174,0,154,"ron_rainey","ecc",NA
"56",1985,1175,0,154,"joe_dean_davidson","meac",NA
"57",1985,1177,0,154,"joey_meyer","ind",NA
"58",1985,1178,0,154,"don_sicko","mw_city",NA
"59",1985,1179,0,154,"gary_garner","mvc",NA
"60",1985,1180,0,154,"eddie_burke","ecc",NA
"61",1985,1181,0,154,"mike_krzyzewski","acc",NA
"62",1985,1182,0,154,"jim_satalin","a_ten",NA
"63",1985,1183,0,154,"rick_samuels","mid_cont",NA
"64",1985,1184,0,154,"max_good","ovc",NA
"65",1985,1185,0,154,"jim_boyce","mac",NA
"66",1985,1186,0,154,"jerry_krause","ind",NA
"67",1985,1187,0,154,"charlie_harrison","ecacs",NA
"68",1985,1190,0,154,"barry_dowd","southern",NA
"69",1985,1191,0,154,"dick_walters","mw_city",NA
"70",1985,1192,0,154,"tom_green","ecacm",NA
"71",1985,1193,0,154,"terry_o'connor","maac",NA
"72",1985,1196,0,154,"norm_sloan","sec",NA
"73",1985,1197,0,154,"willie_booker","ind",NA
"74",1985,1199,0,154,"joe_williams","metro",NA
"75",1985,1200,0,154,"thomas_penders","maac",NA
"76",1985,1201,0,154,"tiny_grant","pcaa",NA
"77",1985,1202,0,154,"jene_davis","southern",NA
"78",1985,1203,0,154,"gerry_gimelstob","a_ten",NA
"79",1985,1204,0,154,"frank_kerns","a_sun",NA
"80",1985,1206,0,154,"joe_harrington","ecacs",NA
"81",1985,1207,0,154,"john_thompson_jr","big_east",NA
"82",1985,1208,0,154,"hugh_durham","sec",NA
"83",1985,1209,0,36,"tom_pugliese","a_sun",NA
"84",1985,1209,37,154,"mark_slonaker","a_sun",NA
"85",1985,1210,0,154,"bobby_cremins","acc",NA
"86",1985,1211,0,154,"jay_hillock","wcc",NA
"87",1985,1212,0,154,"fred_hobdy","swac",NA
"88",1985,1215,0,154,"dick_danford","a_sun",NA
"89",1985,1216,0,154,"jack_phelan","ecacn",NA
"90",1985,1217,0,154,"frank_mclaughlin","ivy",NA
"91",1985,1218,0,154,"larry_little","wac",NA
"92",1985,1220,0,154,"dick_berg","ecc",NA
"93",1985,1221,0,154,"george_blaney","maac",NA
"94",1985,1222,0,154,"guy_lewis","swc",NA
"95",1985,1223,0,154,"gene_iba","a_sun",NA
"96",1985,1224,0,154,"a_b_williamson","meac",NA
"97",1985,1225,0,154,"bill_trumbo","big_sky",NA
"98",1985,1226,0,154,"wayne_ballard","big_sky",NA
"99",1985,1227,0,154,"willie_little","mid_cont",NA
"100",1985,1228,0,154,"lou_henson","big_ten",NA
"101",1985,1229,0,154,"bob_donewald","mvc",NA
"102",1985,1231,0,154,"bob_knight","big_ten",NA
"103",1985,1232,0,154,"dave_schellhase","mvc",NA
"104",1985,1233,0,154,"pat_kennedy","maac",NA
"105",1985,1234,0,154,"george_raveling","big_ten",NA
"106",1985,1235,0,154,"johnny_orr","big_eight",NA
"107",1985,1238,0,154,"paul_covington","swac",NA
"108",1985,1239,0,154,"bob_wenzel","sun_belt",NA
"109",1985,1241,0,154,"lou_campanelli","ecacs",NA
"110",1985,1242,0,154,"larry_brown","big_eight",NA
"111",1985,1243,0,154,"jack_hartman","big_eight",NA
"112",1985,1245,0,154,"jim_mcdonald","mac",NA
"113",1985,1246,0,154,"joe_b_hall","sec",NA
"114",1985,1247,0,154,"lefty_ervin","maac",NA
"115",1985,1248,0,154,"butch_van_breda_kolff","ecc",NA
"116",1985,1249,0,154,"pat_foster","southland",NA
"117",1985,1250,0,154,"tom_schneider","ecc",NA
"118",1985,1253,0,154,"ron_palmer","pcaa",NA
"119",1985,1254,0,154,"paul_lizzo","ecacm",NA
"120",1985,1256,0,154,"andy_russo","southland",NA
"121",1985,1257,0,154,"denny_crum","metro",NA
"122",1985,1258,0,154,"ed_goorjian","wcc",NA
"123",1985,1259,0,154,"mark_amatucci","ecacm",NA
"124",1985,1260,0,154,"gene_sullivan","mw_city",NA
"125",1985,1261,0,154,"dale_brown","sec",NA
"126",1985,1263,0,154,"skip_chappelle","ecacn",NA
"127",1985,1264,0,154,"gordon_chiesa","maac",NA
"128",1985,1265,0,154,"matt_furjanic","ecacm",NA
"129",1985,1266,0,154,"rick_majerus","ind",NA
"130",1985,1267,0,154,"rick_huckabay","southern",NA
"131",1985,1268,0,154,"lefty_driesell","acc",NA
"132",1985,1269,0,154,"ron_gerlufsen","a_ten",NA
"133",1985,1270,0,154,"glenn_duhon","southland",NA
"134",1985,1271,0,154,"howie_evans","meac",NA
"135",1985,1272,0,154,"dana_kirk","metro",NA
"136",1985,1273,0,154,"bill_bibb","a_sun",NA
"137",1985,1275,0,154,"jerry_peirson","mac",NA
"138",1985,1276,0,154,"bill_frieder","big_ten",NA
"139",1985,1277,0,154,"jud_heathcote","big_ten",NA
"140",1985,1278,0,154,"jim_dutcher","big_ten",NA
"141",1985,1279,0,154,"lee_hunt","sec",NA
"142",1985,1280,0,154,"bob_boyd","sec",NA
"143",1985,1281,0,154,"norm_stewart","big_eight",NA
"144",1985,1283,0,154,"charles_spoonhour","mid_cont",NA
"145",1985,1284,0,154,"ron_kornegay","ind",NA
"146",1985,1285,0,154,"mike_montgomery","big_sky",NA
"147",1985,1286,0,154,"stu_starner","big_sky",NA
"148",1985,1287,0,154,"wayne_martin","ovc",NA
"149",1985,1288,0,37,"thomas_dean","meac",NA
"150",1985,1288,38,154,"nathaniel_mcmillian","meac",NA
"151",1985,1290,0,154,"lafayette_stribling","swac",NA
"152",1985,1292,0,154,"bruce_stewart","ovc",NA
"153",1985,1293,0,154,"ronald_greene","ovc",NA
"154",1985,1296,0,154,"john_mcdougal","mac",NA
"155",1985,1298,0,154,"paul_evans","ecacs",NA
"156",1985,1299,0,154,"don_corbett","meac",NA
"157",1985,1301,0,154,"jim_valvano","acc",NA
"158",1985,1304,0,154,"moe_iba","big_eight",NA
"159",1985,1305,0,154,"sonny_allen","big_sky",NA
"160",1985,1306,0,154,"gerry_friel","ecacn",NA
"161",1985,1307,0,154,"gary_colson","wac",NA
"162",1985,1308,0,154,"weldon_drew","pcaa",NA
"163",1985,1309,0,154,"don_smith","ind",NA
"164",1985,1310,0,154,"pete_lonergan","ecacn",NA
"165",1985,1311,0,154,"gordon_stauffer","gsc",NA
"166",1985,1314,0,154,"dean_smith","acc",NA
"167",1985,1317,0,154,"tommy_newman","southland",NA
"168",1985,1318,0,154,"jim_calhoun","ecacn",NA
"169",1985,1319,0,154,"jay_arnote","big_sky",NA
"170",1985,1320,0,154,"jim_berry","mid_cont",NA
"171",1985,1321,0,154,"rich_falk","big_ten",NA
"172",1985,1322,0,154,"wayne_yates","gsc",NA
"173",1985,1323,0,154,"digger_phelps","ind",NA
"174",1985,1325,0,154,"danny_nee","mac",NA
"175",1985,1326,0,154,"eldon_miller","big_ten",NA
"176",1985,1327,0,154,"abe_lemons","mw_city",NA
"177",1985,1328,0,154,"billy_tubbs","big_eight",NA
"178",1985,1329,0,154,"paul_hansen","big_eight",NA
"179",1985,1330,0,154,"paul_webb","sun_belt",NA
"180",1985,1331,0,154,"dick_acres","mw_city",NA
"181",1985,1332,0,154,"don_monson","pac_ten",NA
"182",1985,1333,0,154,"ralph_miller","pac_ten",NA
"183",1985,1334,0,154,"tom_o'neill","pcaa",NA
"184",1985,1335,0,154,"craig_littlepage","ivy",NA
"185",1985,1336,0,154,"bruce_parkhill","a_ten",NA
"186",1985,1337,0,154,"jim_harrick","wcc",NA
"187",1985,1338,0,154,"roy_chipman","big_east",NA
"188",1985,1339,0,154,"jack_avina","wcc",NA
"189",1985,1341,0,154,"jim_duplantier","swac",NA
"190",1985,1343,0,154,"pete_carril","ivy",NA
"191",1985,1344,0,154,"joseph_mullaney","big_east",NA
"192",1985,1345,0,154,"gene_keady","big_ten",NA
"193",1985,1347,0,154,"joe_davis","ind",NA
"194",1985,1348,0,154,"brendan_malone","a_ten",NA
"195",1985,1349,0,154,"tommy_suitts","swc",NA
"196",1985,1350,0,154,"dick_tarrant","ecacs",NA
"197",1985,1351,0,154,"john_carpenter","ecc",NA
"198",1985,1352,0,154,"jarrett_durham","ecacm",NA
"199",1985,1353,0,154,"tom_young","a_ten",NA
"200",1985,1354,0,154,"chico_caldwell","meac",NA
"201",1985,1356,0,154,"allen_van_winkle","mvc",NA
"202",1985,1359,0,154,"mel_hankinson","a_sun",NA
"203",1985,1360,0,154,"hank_egan","wcc",NA
"204",1985,1361,0,154,"smokey_gaines","wac",NA
"205",1985,1363,0,154,"bill_berry","pcaa",NA
"206",1985,1364,0,154,"jerry_pimm","pcaa",NA
"207",1985,1365,0,154,"carroll_williams","wcc",NA
"208",1985,1368,0,154,"newton_chelette","gsc",NA
"209",1985,1371,0,154,"p_j_carlesimo","big_east",NA
"210",1985,1373,0,154,"john_griffin","ecacn",NA
"211",1985,1374,0,154,"dave_bliss","swc",NA
